Entity,Year,gdp_current,gdp_per_capita,health expenditure (per capita),health expenditure (% GDP),unemployment rate,Income group,Income
Malta,2009,8696366907.0,21083.27715,1677.362305,7.9238286,6.889999866,High income,20310.0
Myanmar,2009,29455165595.0,586.1681802,18.11137199,2.15950108,0.711000025,Lower middle income,730.0
Middle East & North Africa (excluding high income),2009,1372560000000.0,4198.695033,202.9123889,5.259793075,10.5092216,,
Montenegro,2009,4159330370.0,6727.107767,,,19.09000015,Upper middle income,6740.0
Mongolia,2009,4583850368.0,1714.361827,76.45706177,4.45979881,5.860000134,Lower middle income,1790.0
Northern Mariana Islands,2009,795000000.0,14669.52061,,,,High income,
Mozambique,2009,11914471497.0,520.4026316,27.08139992,5.21038246,3.174999952,Low income,540.0
Mauritania,2009,4714592493.0,1389.338533,43.21328354,3.11034536,9.873999596,Lower middle income,1450.0
Mauritius,2009,9128843109.0,7318.12641,310.1556091,4.2265029,7.260000229,Upper middle income,7800.0
Malawi,2009,6191127665.0,438.2118568,36.23827744,8.26966286,5.872000217,Low income,410.0
Malaysia,2009,202258000000.0,7292.494973,249.0953674,3.2610569,3.660000086,Upper middle income,7600.0
North America,2009,15830200000000.0,46495.71874,7332.927399,15.75428765,9.152733023,,
Namibia,2009,8938868165.0,4295.387143,383.7663269,9.04967022,22.20899963,Upper middle income,4250.0
New Caledonia,2009,8704438061.0,35391.08787,,,13.97000027,High income,
Niger,2009,7352131669.0,464.057999,24.66652679,5.33016539,1.26699996,Low income,480.0
Nigeria,2009,295009000000.0,1911.607866,69.0075531,3.58019733,3.796000004,Lower middle income,2040.0
Nicaragua,2009,8298679909.0,1444.36951,111.0123215,7.68584394,8.159999847,Lower middle income,1380.0
Netherlands,2009,871519000000.0,52722.21306,5282.73584,9.99291134,4.349999905,High income,53830.0
Norway,2009,386190000000.0,79977.69708,7301.959961,9.07431507,3.099999905,High income,87830.0
Nepal,2009,12854985464.0,478.1732528,21.09090996,3.89314747,1.550999999,Lower middle income,480.0
Nauru,2009,,,579.8527832,12.31575871,,High income,
New Zealand,2009,121374000000.0,28209.36233,2700.977051,9.62076378,6.119999886,High income,29730.0
OECD members,2009,43122500000000.0,33594.04413,3929.470563,11.66977952,8.246818416,,
Oman,2009,48388363589.0,16823.79498,476.1199036,2.8300879,4.051000118,High income,17740.0
Other small states,2009,277199000000.0,10905.7047,509.7059433,4.459469078,11.476608,,
Pakistan,2009,168153000000.0,957.9956753,24.05052757,2.61331201,0.540000021,Lower middle income,950.0
Panama,2009,27116635565.0,7576.140457,530.0705566,6.99648428,3.851999998,Upper middle income,6900.0
Peru,2009,120823000000.0,4196.311627,209.9601288,4.97619247,3.980000019,Upper middle income,3970.0
Philippines,2009,175975000000.0,1904.196388,79.30064392,4.16451931,3.859999895,Lower middle income,2170.0
Palau,2009,187522800.0,10252.75014,1037.087769,10.30606079,,High income,11090.0
Papua New Guinea,2009,11619637799.0,1626.312855,37.88201141,2.32937527,2.121999979,Lower middle income,1510.0
Poland,2009,439738000000.0,11526.05589,759.6057739,6.587708,8.170000076,High income,12500.0
Pre-demographic dividend,2009,891723000000.0,1253.727344,54.20996581,4.322239042,4.960983938,,
Puerto Rico,2009,96385600000.0,25768.72589,,,15.0,High income,16580.0
"Korea, Dem. People's Rep.",2009,,,,,2.782000065,,
Portugal,2009,244668000000.0,23151.21541,2346.541992,10.13070393,9.430000305,High income,22990.0
Paraguay,2009,22355601273.0,3626.818637,200.3764801,5.52839279,5.460000038,Upper middle income,3450.0
West Bank and Gaza,2009,8085700000.0,2191.781787,,,20.45000076,Lower middle income,2250.0
Pacific island small states,2009,5916221065.0,2706.025331,152.4511115,5.395712407,3.249659057,,
Post-demographic dividend,2009,40916300000000.0,38243.96456,4590.574344,11.96195053,8.012834432,,
French Polynesia,2009,,,,,12.25599957,High income,
Qatar,2009,97798351648.0,59094.65918,1270.248535,2.38356304,0.310000002,High income,61250.0
Romania,2009,174104000000.0,8548.118672,449.3769226,5.27841282,6.860000134,Upper middle income,9220.0
Russian Federation,2009,1222640000000.0,8562.813277,515.8544922,5.64392519,8.300000191,Upper middle income,9230.0
Rwanda,2009,5671332138.0,579.726615,45.26019287,7.77558613,1.059999943,Low income,550.0
South Asia,2009,1683430000000.0,1041.980211,35.6080152,3.418765138,5.00854393,,
Saudi Arabia,2009,429098000000.0,16113.14371,691.3226929,4.29041958,5.380000114,High income,17900.0
Sudan,2009,51621044077.0,1202.557881,95.33586884,6.39496279,13.0,Low income,1150.0
Senegal,2009,16145868285.0,1308.937808,50.28383255,3.84157085,10.21100044,Lower middle income,1330.0
Singapore,2009,194152000000.0,38927.20688,1328.52478,3.39853096,5.860000134,High income,37320.0
Solomon Islands,2009,735940409.7,1428.505673,100.4435577,7.03139544,2.019999981,Lower middle income,1310.0
Sierra Leone,2009,2453899847.0,391.200943,43.41863632,11.09847832,4.048999786,Low income,440.0
El Salvador,2009,17601620000.0,2858.483344,240.0522308,8.39771748,7.329999924,Lower middle income,2820.0
San Marino,2009,2056126702.0,66703.21823,4181.435547,6.24213982,,High income,
Somalia,2009,,,,,18.93700027,Low income,
Serbia,2009,45162894381.0,6169.114195,575.262146,9.3397665,16.13999939,Upper middle income,6450.0
Sub-Saharan Africa (excluding high income),2009,1218450000000.0,1440.985779,78.0566984,5.571706377,5.673921133,,
South Sudan,2009,12231264525.0,1337.882231,,,12.17800045,Low income,
Sub-Saharan Africa,2009,1219300000000.0,1441.838903,78.08728051,5.57050994,5.673921133,,
Small states,2009,342525000000.0,9919.768364,476.4999844,4.636056523,10.73107216,,
Sao Tome and Principe,2009,187820464.6,1067.908053,76.83090973,7.19514179,15.19900036,Lower middle income,1060.0
Suriname,2009,3875409836.0,7408.360786,394.9021912,5.33047295,8.720000267,Upper middle income,6960.0
Slovakia,2009,89399303222.0,16597.20846,1320.093018,7.94779444,12.02999973,High income,
Slovenia,2009,50567734886.0,24792.12798,2125.056885,8.540802,5.860000134,High income,24450.0
Sweden,2009,436537000000.0,46946.96027,4136.17334,8.77037907,8.350000381,High income,52640.0
Eswatini,2009,3580417067.0,3385.858846,292.2944031,8.63292217,27.05200005,Lower middle income,3320.0
Sint Maarten (Dutch part),2009,,,,,,High income,
Seychelles,2009,847397850.1,9706.95606,362.6094055,3.88551354,,High income,10230.0
Syrian Arab Republic,2009,224562000000.0,10589.59905,90.49646759,3.54646325,8.140000343,Low income,
Turks and Caicos Islands,2009,703175750.0,22020.34729,,,,High income,
Chad,2009,9290728773.0,803.6863884,35.82932663,4.44166517,0.958999991,Low income,830.0
East Asia & Pacific (IDA & IBRD countries),2009,6475780000000.0,3359.571017,137.2161295,4.124159663,4.411109062,,
Europe & Central Asia (IDA & IBRD countries),2009,3114720000000.0,7103.46886,423.2035006,5.801652452,8.940582886,,
Togo,2009,3379258565.0,540.6087126,29.72832108,4.07617235,2.882999897,Low income,530.0
Thailand,2009,281710000000.0,4213.006654,152.4855652,3.61939621,0.949000001,Upper middle income,4140.0
Tajikistan,2009,4979481980.0,676.1235111,39.5818634,5.85579777,11.5,Lower middle income,800.0
Turkmenistan,2009,20214385965.0,4036.456805,194.2538147,4.81248379,4.0,Upper middle income,3550.0
Latin America & the Caribbean (IDA & IBRD countries),2009,4129490000000.0,7279.331529,548.1755498,7.517787306,7.50763815,,
Timor-Leste,2009,726882400.0,676.6190754,49.46465683,7.30931854,3.312000036,Lower middle income,2330.0
Middle East & North Africa (IDA & IBRD countries),2009,1364470000000.0,4221.601684,202.9123889,5.259793075,10.42514975,,
Tonga,2009,312377379.3,3006.606344,126.3530808,4.09607935,1.674000025,Upper middle income,3180.0
South Asia (IDA & IBRD),2009,1683430000000.0,1041.980211,35.6080152,3.418765138,5.00854393,,
Sub-Saharan Africa (IDA & IBRD countries),2009,1219300000000.0,1441.838903,78.08728051,5.57050994,5.673921133,,
Trinidad and Tobago,2009,19172165226.0,14514.24061,810.796814,5.48676443,5.28000021,High income,16200.0
Tunisia,2009,43454935940.0,4128.463959,234.1063538,5.67045975,13.28999996,Lower middle income,4070.0
Turkey,2009,649273000000.0,9103.474051,500.1930542,5.49438715,12.55000019,Upper middle income,9640.0
Tuvalu,2009,27101076.28,2602.619444,375.9710693,14.3572998,,Upper middle income,4830.0
Tanzania,2009,29081425282.0,695.2168433,34.07072067,5.0630641,2.5,Lower middle income,670.0
Uganda,2009,25127805566.0,799.9658963,44.42363358,5.78845501,3.599999905,Low income,550.0
Ukraine,2009,121553000000.0,2639.391654,168.286438,6.60771894,8.840000153,Lower middle income,2840.0
Upper middle income,2009,12224800000000.0,5245.507152,294.5165768,5.644048941,5.98979685,,
Uruguay,2009,31660911277.0,9451.932449,816.2948608,7.9498806,7.739999771,High income,8810.0
United States,2009,14448900000000.0,47099.98047,7657.559082,16.23350334,9.25,High income,47740.0
Uzbekistan,2009,33689223673.0,1213.265328,71.64038086,5.08302879,5.0,Lower middle income,1150.0
Saint Vincent and the Grenadines,2009,674922222.2,6232.371642,270.0433044,4.33336353,18.96299934,Upper middle income,6320.0
"Venezuela, RB",2009,329788000000.0,11765.09976,886.7772217,7.54578876,6.099999905,,10380.0
British Virgin Islands,2009,,,,,,High income,
Virgin Islands (U.S.),2009,4201000000.0,38753.18254,,,11.58399963,High income,
Vietnam,2009,106015000000.0,1217.268583,64.43672943,4.16906261,1.74000001,Lower middle income,1010.0
Vanuatu,2009,592622502.4,2573.889015,83.70121002,3.25197911,1.807999969,Lower middle income,2530.0
World,2009,60781000000000.0,8886.693075,874.4966446,9.824727929,6.005675682,,
Samoa,2009,584706020.2,3168.228207,179.21492,5.26653099,5.828000069,Lower middle income,3030.0
Kosovo,2009,5015894693.0,2847.555339,,,,Upper middle income,3290.0
Yemen,2009,25130274124.0,1116.084396,66.81106567,5.98620367,12.7489996,Low income,1100.0
South Africa,2009,329753000000.0,6532.736968,499.7177734,8.52350235,23.52000046,Upper middle income,5850.0
Zambia,2009,15328342304.0,1159.907499,51.35781097,4.42680454,10.55799961,Lower middle income,1280.0
Zimbabwe,2009,9665793300.0,771.5990323,,,5.083000183,Lower middle income,420.0
Aruba,2010,2390502793.0,23513.5277,,,,High income,22380.0
Africa Eastern and Southern,2010,847409000000.0,1634.448253,107.7067004,6.94635178,6.867785571,,
Afghanistan,2010,15856678596.0,543.3065262,44.99053192,8.56967163,11.35200024,Low income,510.0
Africa Western and Central,2010,591583000000.0,1687.551979,61.4215399,3.521775022,4.554662161,,
Angola,2010,83799496611.0,3587.883645,96.69701385,2.69510007,9.430000305,Lower middle income,3230.0
Albania,2010,11926922829.0,4094.348386,192.0032196,4.7457962,14.09000015,Upper middle income,4360.0
Andorra,2010,3449966857.0,40850.24814,2685.479736,6.58006001,,High income,
Arab World,2010,2311240000000.0,6512.541558,245.3419934,3.899507491,9.400911559,,
United Arab Emirates,2010,289787000000.0,33893.26387,1314.630005,3.87874508,2.480999947,High income,33400.0
Argentina,2010,423627000000.0,10385.96443,985.0344238,9.44546986,7.710000038,Upper middle income,9270.0
Armenia,2010,9260284938.0,3218.378299,297.2290649,9.23539066,19.01000023,Upper middle income,3470.0
American Samoa,2010,573000000.0,10216.81763,,,,Upper middle income,
Antigua and Barbuda,2010,1148700000.0,13048.96058,701.8178101,5.37907028,,High income,12690.0
Australia,2010,1147590000000.0,52087.97229,4945.038086,8.4308424,5.210000038,High income,46630.0
Austria,2010,392275000000.0,46903.76159,4800.793457,10.22101879,4.820000172,High income,49750.0
Azerbaijan,2010,52909294792.0,5843.533768,145.8452606,2.48996663,5.630000114,Upper middle income,5370.0
Burundi,2010,2032135247.0,234.2355389,26.41332245,11.27637577,1.60800004,Low income,220.0
Belgium,2010,481421000000.0,44184.94635,4544.779785,10.23324585,8.289999962,High income,47080.0
Benin,2010,9535344283.0,1036.534515,31.06598282,2.99710441,1.039999962,Lower middle income,1080.0
Burkina Faso,2010,10109618964.0,647.8360955,33.94390106,5.2395854,3.644999981,Low income,650.0
Bangladesh,2010,115279000000.0,781.1535777,20.80270004,2.68101048,3.380000114,Lower middle income,800.0
Bulgaria,2010,50682061053.0,6853.002854,484.7522888,7.13800573,10.27999973,Upper middle income,6940.0
Bahrain,2010,25713271277.0,20722.07049,796.3184204,3.84291482,1.129999995,High income,18970.0
Bahamas,2010,10095760000.0,28443.88848,1495.231323,5.25673914,14.31400013,High income,28370.0
Bosnia and Herzegovina,2010,17176781046.0,4635.510195,417.7483215,9.01888275,27.30999947,Upper middle income,4960.0
Belarus,2010,57222490769.0,6033.686239,343.6791077,5.65693998,6.252999783,Upper middle income,6150.0
Belize,2010,1377177100.0,4270.780085,242.3494263,5.68149519,8.241999626,Lower middle income,3880.0
Bermuda,2010,6634526000.0,101875.2841,,,,High income,103480.0
Bolivia,2010,19649631314.0,1955.460182,101.7298813,5.20230532,2.614000082,Lower middle income,1780.0
Brazil,2010,2208840000000.0,11286.07154,896.6971436,7.94515991,7.274000168,Upper middle income,9650.0
Barbados,2010,4530000000.0,16056.37098,1087.656494,6.77398682,10.68999958,High income,15540.0
Brunei Darussalam,2010,13707370737.0,35270.64214,803.5268555,2.27826118,6.774000168,High income,33300.0
Bhutan,2010,1547991318.0,2258.186435,74.09108734,3.55879474,3.319999933,Lower middle income,2040.0
Botswana,2010,12786654498.0,6434.812485,398.5707092,6.19402504,17.86000061,Upper middle income,5610.0
Central African Republic,2010,2142591376.0,488.4217358,18.69205093,3.8270402,5.665999889,Low income,510.0
Canada,2010,1617340000000.0,47562.08343,5065.915039,10.69585419,8.06000042,High income,44510.0
Central Europe and the Baltics,2010,1318170000000.0,12623.56039,855.0534711,6.787859507,9.902025683,,
Switzerland,2010,603434000000.0,77117.12601,7705.175781,9.94159698,4.800000191,High income,79850.0
Channel Islands,2010,,,,,7.244999886,High income,
Chile,2010,218538000000.0,12808.03834,867.7307739,6.77489328,8.420000076,High income,10750.0
China,2010,6087160000000.0,4550.453108,186.4915009,4.23068333,4.53000021,Upper middle income,4340.0
Cote d'Ivoire,2010,34936305297.0,1701.475702,74.04659271,4.41580963,6.835000038,Lower middle income,1190.0
Cameroon,2010,27507499709.0,1352.302275,48.35902023,3.75891471,4.110000134,Lower middle income,1330.0
"Congo, Dem. Rep.",2010,21565720044.0,334.0215777,12.89442444,3.86035585,4.013999939,Low income,320.0
Congo,2010,13135580695.0,3073.557784,56.96957016,1.8517288,20.06599998,Lower middle income,2750.0
Colombia,2010,286563000000.0,6336.709474,448.0877686,7.07130146,10.97999954,Upper middle income,5620.0
Comoros,2010,907978723.5,1316.491213,65.7171936,4.99181557,6.690000057,Lower middle income,1380.0
Cabo Verde,2010,1664310770.0,3378.323433,151.160141,4.47555733,10.67000008,Lower middle income,3400.0
Costa Rica,2010,37658614803.0,8227.127494,660.5864258,8.02937698,7.170000076,Upper middle income,7260.0
Caribbean small states,2010,64524447018.0,9253.213989,484.305002,5.240981413,10.31430331,,
Cuba,2010,64328000000.0,5730.354264,612.4650879,10.6880827,2.5,Upper middle income,5610.0
Curacao,2010,,,,,,High income,
Cayman Islands,2010,4156990760.0,73351.75677,,,,High income,70220.0
Cyprus,2010,25732432719.0,31023.63833,2045.292358,6.51767111,6.260000229,High income,32040.0
Czechia,2010,209070000000.0,19960.06849,1373.931763,6.87530422,7.28000021,High income,19400.0
Germany,2010,3399670000000.0,41572.45595,4611.275879,11.09557819,6.96999979,High income,44680.0
Djibouti,2010,1128611700.0,1343.275125,56.2014122,3.06150365,27.05800056,Lower middle income,
Dominica,2010,493825925.9,6967.364955,359.221344,5.1571188,,Upper middle income,6730.0
Denmark,2010,321995000000.0,58041.39844,6011.538086,10.33315945,7.75,High income,61220.0
Dominican Republic,2010,53860175556.0,5555.392014,309.9571838,5.57940006,5.210000038,Upper middle income,5330.0
Algeria,2010,161207000000.0,4480.786318,229.2894592,5.11717176,9.960000038,Lower middle income,4480.0
East Asia & Pacific (excluding high income),2010,7857940000000.0,3997.010472,159.0552379,4.01378817,4.145063186,,
Early-demographic dividend,2010,8800250000000.0,3026.307909,147.9313621,4.971921354,5.692678942,,
East Asia & Pacific,2010,17032300000000.0,7717.81117,477.6600016,6.279425648,4.207447792,,
Europe & Central Asia (excluding high income),2010,3119370000000.0,7836.433512,415.3420678,5.145913636,8.427332663,,
Europe & Central Asia,2010,21025800000000.0,23680.22548,2189.199426,9.192668482,9.016528211,,
Ecuador,2010,69555367000.0,4633.591284,283.415741,6.11657906,4.090000153,Upper middle income,4390.0
Egypt,2010,218984000000.0,2645.968759,113.2481995,4.1531949,8.760000229,Lower middle income,2370.0
Euro area,2010,12641300000000.0,37605.90024,3849.462748,10.2120099,10.0729616,,
Eritrea,2010,1589515447.0,501.355317,24.71432877,4.92946005,5.494999886,Low income,510.0
Spain,2010,1422110000000.0,30532.48051,2789.533936,9.1185751,19.86000061,High income,31970.0
Estonia,2010,19523477326.0,14663.04461,926.4541626,6.27124023,16.70999908,High income,
Ethiopia,2010,29933790334.0,341.5541227,16.7058506,5.46637249,2.338999987,Low income,380.0
European Union,2010,14557600000000.0,32970.71547,3265.351107,9.881799254,9.803138117,,
Fragile and conflict affected situations,2010,1689110000000.0,2296.709859,97.35417394,4.526944435,5.303236886,,
Finland,2010,249424000000.0,46505.30318,4249.602051,9.14202785,8.390000343,High income,49750.0
Fiji,2010,3140508836.0,3652.535933,135.1687012,3.416641,4.309999943,Upper middle income,3650.0
France,2010,2645190000000.0,40677.98514,4592.383301,11.22560215,8.869999886,High income,43970.0
Faroe Islands,2010,2320424601.0,48541.40119,,,,,
"Micronesia, Fed. Sts.",2010,296944100.0,2885.305492,378.2447815,13.10624504,,Lower middle income,2900.0
Gabon,2010,14372591916.0,8849.322608,219.0719147,2.47556782,20.38999939,Upper middle income,7850.0
United Kingdom,2010,2491110000000.0,39688.61497,3904.50708,9.83532333,7.789999962,High income,41740.0
Georgia,2010,12243505583.0,3233.295943,271.0166626,9.07341194,20.20000076,Upper middle income,3210.0
Ghana,2010,32197272797.0,1299.345212,73.89850616,4.25117254,5.380000114,Lower middle income,1240.0
Gibraltar,2010,,,,,,High income,
Guinea,2010,6853467858.0,672.4249304,23.04636955,3.42734981,4.772999763,Low income,690.0
Gambia,2010,1543292393.0,860.6364339,43.80532837,5.08982468,9.357999802,Low income,890.0
Guinea-Bissau,2010,849878424.2,558.1746681,38.65888214,6.2611661,6.080999851,Low income,580.0
Equatorial Guinea,2010,16314443429.0,17288.8426,314.4091797,1.81856561,8.81799984,Upper middle income,9970.0
Greece,2010,297125000000.0,26716.64883,2564.369385,9.59662342,12.71000004,High income,27610.0
Grenada,2010,771013259.3,7258.166561,393.3341065,5.41881227,,Upper middle income,6940.0
Greenland,2010,2503156061.0,43988.33249,,,,High income,
Guatemala,2010,40676432029.0,2852.547327,173.7517853,6.12487125,3.5,Upper middle income,2730.0
Guam,2010,4949000000.0,31040.0843,,,8.199999809,High income,
Guyana,2010,3432913073.0,4580.698762,162.6649628,4.21897697,11.79800034,Upper middle income,4510.0
High income,2010,45501300000000.0,39422.56699,4633.973832,11.57159829,8.222638374,,
"Hong Kong SAR, China",2010,228638000000.0,32549.99823,,,4.329999924,High income,33620.0
Honduras,2010,15729649159.0,1891.158589,166.1611633,8.72536373,4.119999886,Lower middle income,1740.0
Heavily indebted poor countries (HIPC),2010,504925000000.0,808.8911135,42.074227,5.074063145,5.078762454,,
Croatia,2010,60426018629.0,14067.52312,1126.373657,8.0887022,11.61999989,High income,14090.0
Haiti,2010,11859315079.0,1191.972664,54.9171524,4.62583256,15.37899971,Lower middle income,1120.0
Hungary,2010,132231000000.0,13223.083,983.1108398,7.46319818,11.17000008,High income,13260.0
IBRD only,2010,20069200000000.0,4533.330688,234.8609452,5.201300448,5.78247381,,
IDA & IBRD total,2010,21735600000000.0,3752.443033,190.4748856,5.107304031,5.441736408,,
IDA total,2010,1666850000000.0,1220.825083,44.07502798,3.959328972,4.085086755,,
IDA blend,2010,709848000000.0,1556.516042,54.36901241,3.542033661,2.933227404,,
Indonesia,2010,755094000000.0,3122.362673,87.14134216,2.7908783,5.610000134,Lower middle income,2530.0
IDA only,2010,957678000000.0,1053.206883,38.77623456,4.276788203,4.605539489,,
Isle of Man,2010,5920177689.0,69767.34336,,,,High income,71570.0
India,2010,1675620000000.0,1357.563727,45.12977219,3.27211905,5.546000004,Lower middle income,1220.0
Not classified,2010,,,,,,,
Ireland,2010,221876000000.0,48655.36616,5133.455078,10.50632477,14.52999973,High income,44950.0
"Iran, Islamic Rep.",2010,486808000000.0,6599.660938,445.6636353,6.69382286,13.68000031,Lower middle income,6250.0
Iraq,2010,138517000000.0,4657.280269,150.45607,3.23055601,8.251000404,Upper middle income,4580.0
Iceland,2010,13751161918.0,43237.07295,3589.555664,8.36173058,7.559999943,High income,36270.0
Israel,2010,234655000000.0,30780.02382,2234.949707,7.01663876,8.479999542,High income,29660.0
Italy,2010,2136100000000.0,36035.645,3217.682861,8.91602039,8.359999657,High income,37960.0
Jamaica,2010,13220556883.0,4704.04776,249.0825806,5.29506874,12.36999989,Upper middle income,4390.0
Jordan,2010,27133804225.0,3736.645462,305.2936096,8.17025661,12.5,Upper middle income,3520.0
Japan,2010,5759070000000.0,44968.15623,4060.490967,9.0630064,5.099999905,High income,43440.0
Kazakhstan,2010,148047000000.0,9070.488253,249.2689209,2.73641348,5.769999981,Upper middle income,7440.0
Kenya,2010,45405587557.0,1080.296184,58.21165848,6.11675262,2.838999987,Lower middle income,960.0
Kyrgyzstan,2010,4794357795.0,880.0377751,61.45378494,6.95027208,8.640000343,Lower middle income,850.0
Cambodia,2010,11242275199.0,785.5026671,54.29156113,6.91169882,0.769999981,Lower middle income,750.0
Kiribati,2010,156120439.3,1516.76323,139.495224,9.20724678,,Lower middle income,2050.0
St. Kitts and Nevis,2010,760170370.4,15510.19915,828.4822388,5.34327459,,High income,14690.0
"Korea, Rep.",2010,1144070000000.0,23087.22564,1365.912842,5.91734409,3.319999933,High income,22290.0
Kuwait,2010,115419000000.0,38577.49828,1033.383789,2.67879915,1.820000052,High income,42490.0
Latin America & Caribbean (excluding high income),2010,4547390000000.0,8504.575657,623.3192461,7.324958395,6.685394782,,
Lao PDR,2010,7131773633.0,1141.235703,34.99440384,2.91155243,0.709999979,Lower middle income,1000.0
Lebanon,2010,38443907042.0,7761.641489,577.359375,7.43862009,6.842999935,Upper middle income,7470.0
Liberia,2010,1998000000.0,513.4455667,45.36038589,8.94644737,2.269999981,Low income,460.0
Libya,2010,74773444901.0,12064.77291,399.019165,3.58541131,19.26799965,Upper middle income,12380.0
Saint Lucia,2010,1486758037.0,8540.07098,430.2377625,5.0379777,17.1079998,Upper middle income,8170.0
Latin America & Caribbean,2010,5353330000000.0,9074.472509,649.7626237,7.254770284,6.803820028,,
Least developed countries: UN classification,2010,673060000000.0,804.7312185,34.53230252,4.24818201,4.506786064,,
Low income,2010,578209000000.0,1125.394877,37.30194513,4.46363052,4.945678798,,
Liechtenstein,2010,5082366478.0,141192.5347,,,,High income,
Sri Lanka,2010,56725749222.0,2799.648738,108.2751846,3.86745453,4.78000021,Lower middle income,2410.0
Lower middle income,2010,5200810000000.0,1806.542548,72.65273131,3.967969305,5.111365335,,
Low & middle income,2010,20604900000000.0,3590.199051,179.9766442,5.029286774,5.372366998,,
Lesotho,2010,2234731974.0,1119.843641,97.68080139,8.41961861,27.07900047,Lower middle income,1270.0
Late-demographic dividend,2010,13510500000000.0,6195.178905,325.1115282,5.238852174,5.1521747,,
Lithuania,2010,37128694028.0,11987.50841,805.2244873,6.81462288,17.80999947,High income,3640.0
Luxembourg,2010,56213985987.0,110885.9914,7459.835449,7.03158236,4.360000134,High income,78460.0
Latvia,2010,23956163077.0,11420.994,689.0772095,6.11952686,19.47999954,High income,17950.0
"Macao SAR, China",2010,28241858489.0,52473.19099,,,2.839999914,High income,45260.0
St. Martin (French part),2010,,,,,,High income,
Morocco,2010,93216746662.0,2839.92612,169.009491,5.86408854,9.090000153,Lower middle income,2930.0
Monaco,2010,5367625613.0,150737.8925,3509.566162,2.33074474,,High income,
Moldova,2010,6974960345.0,2437.529978,198.2889404,10.13112831,7.449999809,Upper middle income,2380.0
Madagascar,2010,9982711338.0,471.9592116,21.9508419,4.65100336,4.28000021,Low income,470.0
Maldives,2010,2588176055.0,7076.739821,600.6443481,8.48759079,11.28800011,Upper middle income,5960.0
Middle East & North Africa,2010,2972460000000.0,7702.306735,341.2275058,4.596882772,9.547682373,,
Mexico,2010,1057800000000.0,9271.398396,531.8894653,5.73688889,5.300000191,Upper middle income,9040.0
Marshall Islands,2010,160407100.0,2846.065542,449.9428406,15.85092354,,Upper middle income,3550.0
Middle income,2010,20041600000000.0,3835.397788,192.7614439,5.044342782,5.407843365,,
North Macedonia,2010,9407168702.0,4577.688755,305.2322998,6.71369648,32.02000046,Upper middle income,4710.0
Mali,2010,10689167195.0,710.2742494,33.23125458,4.67865038,8.069999695,Low income,700.0
Malta,2010,9035932122.0,21799.17426,1733.668823,7.95211124,6.849999905,High income,21370.0
Myanmar,2010,37796052939.0,746.94536,19.6023674,1.95585954,0.72299999,Lower middle income,900.0
Middle East & North Africa (excluding high income),2010,1579520000000.0,4746.483655,225.5398673,5.111996455,10.77553053,,
Montenegro,2010,4143033276.0,6688.4824,,,19.64999962,Upper middle income,6920.0
Mongolia,2010,7189481824.0,2643.287083,98.84479523,3.73945618,6.550000191,Lower middle income,2000.0
Northern Mariana Islands,2010,799000000.0,14804.24673,,,,High income,
Mozambique,2010,11104648673.0,471.9043433,25.66654205,5.44726419,3.217000008,Low income,520.0
Mauritania,2010,5628882266.0,1610.921603,42.46692276,2.63619399,9.862000465,Lower middle income,1500.0
Mauritius,2010,10003670690.0,8000.376432,367.1207886,4.57982111,7.650000095,Upper middle income,8080.0
Malawi,2010,6959655571.0,478.6686885,34.66256714,7.24138308,5.894000053,Low income,450.0
Malaysia,2010,255017000000.0,9040.568495,290.1766052,3.16474295,3.390000105,Upper middle income,8260.0
North America,2010,16616000000000.0,48387.21093,7608.807329,15.71748794,9.460609829,,
Namibia,2010,11431334447.0,5394.996712,517.328186,9.72781372,22.12000084,Upper middle income,4500.0
New Caledonia,2010,9364350065.0,37494.89516,,,13.80799961,High income,
Niger,2010,7851191899.0,476.8695322,23.88655853,5.02160501,0.778999984,Low income,520.0
Nigeria,2010,361457000000.0,2280.437337,76.75747681,3.29653287,3.778000116,Lower middle income,2140.0
Nicaragua,2010,8758592272.0,1503.864191,115.9510269,7.71019173,7.829999924,Lower middle income,1460.0
Netherlands,2010,847381000000.0,50999.74512,5191.728027,10.15515518,4.989999771,High income,54060.0
Norway,2010,428757000000.0,87693.79007,7859.516113,8.90553188,3.519999981,High income,88490.0
Nepal,2010,16002656434.0,592.4012071,29.98280716,4.35166264,1.820000052,Lower middle income,540.0
Nauru,2010,47564520.39,4752.175082,628.5897217,12.6964016,,High income,
New Zealand,2010,146518000000.0,33676.77412,3216.223633,9.59277534,6.559999943,High income,29570.0
OECD members,2010,45201400000000.0,34982.57204,4058.118841,11.5653181,8.419826762,,
Oman,2010,64993498049.0,21369.35297,529.0809326,2.82071519,3.990999937,High income,17600.0
Other small states,2010,322471000000.0,12378.48607,522.9916018,4.020121288,11.59545569,,
Pakistan,2010,177166000000.0,987.409712,25.25600243,2.59675789,0.649999976,Lower middle income,970.0
Panama,2010,29440287581.0,8082.016175,572.6137085,7.08509684,3.720000029,Upper middle income,7260.0
Peru,2010,147529000000.0,5082.353706,241.9286957,4.71548748,3.579999924,Upper middle income,4410.0
Philippines,2010,208369000000.0,2217.472153,91.60559845,4.1310792,3.609999895,Lower middle income,2370.0
Palau,2010,185943000.0,10356.63362,1183.166748,11.54552078,,High income,11400.0
Papua New Guinea,2010,14250755231.0,1949.351185,41.08378601,2.10756016,2.0,Lower middle income,1740.0
