,Entity,Year,Prevalence - Mental disorders - Sex: Both - Age: Age-standardized (Percent),Deaths - Self-harm - Sex: Both - Age: All Ages (Percent),Deaths - Mental and substance use disorders - Sex: Both - Age: Age-standardized (Rate),gdp_current,gdp_per_capita,health expenditure (per capita),health expenditure (% GDP),unemployment rate,Income group,Income,DALYs (Disability-Adjusted Life Years) - Mental disorders - Sex: Both - Age: All Ages (Percent),Suicide rate
1637,Kuwait,2017,13.94512903904365,1.36475135668849,11.018435081742592,120707000000.0,29759.46747,1384.578247,4.65326786,2.197000027,High income,31400.0,12.31264052029293,2.5 
1638,Kuwait,2018,13.9849322477558,1.34844643481935,,138182000000.0,33399.06044,1733.809082,5.09953451,2.164999962,High income,33430.0,12.26854892192608,2.6 
1639,Kuwait,2019,14.0464044450954,1.34724620462677,,136197000000.0,32373.25112,1758.674194,5.49601221,2.167000055,High income,36290.0,12.22592118313803,2.7 
1640,Kyrgyzstan,2000,11.66953373087704,1.7950739264683002,11.46404699777528,1369688498.0,279.6195693,12.29036808,4.41414976,7.539999962,Lower middle income,280.0,3.78275890365827,17.6 
1641,Kyrgyzstan,2001,11.67182079079697,1.78096466626724,11.54768726446941,1525116370.0,308.4096116,13.16161728,4.27703285,7.840000153,Lower middle income,280.0,3.8588932478428,16.4 
1642,Kyrgyzstan,2002,11.66832132128143,1.75823410061073,11.714829084252749,1605643105.0,321.7270332,14.77255917,4.59219551,12.55000019,Lower middle income,290.0,3.88536625889664,16.2 
1643,Kyrgyzstan,2003,11.66701031129146,1.71377300585573,11.877025637357516,1919008090.0,380.5064324,22.32097054,5.82382107,9.920000076,Lower middle income,340.0,3.90215332370516,15.2 
1644,Kyrgyzstan,2004,11.66177404710596,1.68843237483234,11.919855048655547,2211534585.0,433.2349766,27.23155212,6.20281267,8.529999733,Lower middle income,400.0,3.97983600950989,14.2 
1645,Kyrgyzstan,2005,11.65192772842678,1.68795750017365,11.846510420400362,2460248026.0,476.55213,36.11393356,7.45010662,8.109999657,Lower middle income,450.0,3.9809412143358,14.5 
1646,Kyrgyzstan,2006,11.62621531083113,1.6882839139957002,11.58313312331986,2834168889.0,543.1107024,45.97068405,8.3118391,8.270000458,Lower middle income,500.0,3.9406732618973104,14.4 
1647,Kyrgyzstan,2007,11.58238838147636,1.70147349318682,10.978700133854282,3802566171.0,721.7686908,50.84462738,6.93210649,8.100000381,Lower middle income,610.0,3.99954266131922,13.7 
1648,Kyrgyzstan,2008,11.53110429894936,1.70915305757979,10.31518025517239,5139957785.0,966.3936272,63.82300568,6.52511883,8.220000267,Lower middle income,760.0,4.12632870207064,13.2 
1649,Kyrgyzstan,2009,11.48342375303778,1.73078046241627,9.835321468958034,4690062255.0,871.2243893,60.6509285,6.89873457,8.409999847,Lower middle income,860.0,4.29517426614441,12.8 
1650,Kyrgyzstan,2010,11.44307658239268,1.77223850204892,9.402700656280327,4794357795.0,880.0377751,61.45378494,6.95027208,8.640000343,Lower middle income,850.0,4.32531679672369,12.4 
1651,Kyrgyzstan,2011,11.41799247283547,1.81581663167826,9.33905582540606,6197766119.0,1123.883168,79.82953644,7.10729122,8.529999733,Lower middle income,880.0,4.48680505511785,12.3 
1652,Kyrgyzstan,2012,11.39325545299284,1.83403031158798,9.36225825350194,6605139933.0,1177.974735,99.98524475,8.50966358,8.430000305,Lower middle income,1040.0,4.5732838147131,11.9 
1653,Kyrgyzstan,2013,11.37009292763874,1.81368235747329,9.51626895512408,7335027592.0,1282.437162,104.7845841,8.18745136,8.329999924,Lower middle income,1190.0,4.64419992140889,11.4 
1654,Kyrgyzstan,2014,11.34682286371428,1.79358112905931,9.043467960829885,7468096567.0,1279.769783,94.01564789,7.35766459,8.050000191,Lower middle income,1250.0,4.72518747798867,11.5 
1655,Kyrgyzstan,2015,11.32612233263573,1.71949099436235,8.843536364221656,6678178340.0,1121.082835,80.11972809,7.14930916,7.559999943,Lower middle income,1180.0,4.83171932928642,10.9 
1656,Kyrgyzstan,2016,11.30237338128449,1.68042399443442,8.77626443038508,6813092066.0,1120.666513,71.92367554,6.41248226,7.210000038,Lower middle income,1110.0,5.07121155966355,9.6 
1657,Kyrgyzstan,2017,11.28078752330503,1.67119404705918,8.839456799750693,7702934800.0,1242.769643,76.98123169,6.18586302,6.889999866,Lower middle income,1110.0,5.156847864603789,9.2 
1658,Kyrgyzstan,2018,11.268464490702607,1.7326811001394,,8271108638.0,1308.140165,65.73706055,5.01030922,6.886000156,Lower middle income,1220.0,5.198765740977731,8.9 
1659,Kyrgyzstan,2019,11.26098469088897,1.7308354686422298,,8871026074.0,1374.032105,62.14477539,4.49454117,6.918000221,Lower middle income,1240.0,5.22650320495082,8.3 
1660,Latvia,2000,13.16355379924665,2.58326715465733,2.8445456756007825,7958852839.0,3361.640869,181.5707245,5.4399581,14.21000004,High income,4720.0,4.34118921869018,29.6 
1661,Latvia,2001,13.13752015281732,2.4879366984099103,2.888457125501867,8362398702.0,3578.0019,205.0204773,5.7776227,13.81999969,High income,5120.0,4.18632739187378,27.5 
1662,Latvia,2002,13.08674172793372,2.36612121119015,2.9334286765301507,9557031605.0,4136.933297,237.295166,5.77001858,13.82999992,High income,5590.0,4.2240725328545,27.1 
1663,Latvia,2003,13.020471083122551,2.15985838899953,2.9761552477155915,11771975157.0,5145.195232,280.5087891,5.48984146,12.06000042,High income,6640.0,4.26969951648494,24.5 
1664,Latvia,2004,12.95504450917939,2.05346486092479,2.9695590602537614,14435700533.0,6378.666521,393.2980652,6.21677923,11.71000004,High income,8290.0,4.28626363634107,22.1 
1665,Latvia,2005,12.90333739335148,2.0106053780325097,2.9865273825625467,17003459863.0,7594.902384,440.8097534,5.84766769,10.02999973,High income,10490.0,4.15649496911612,22.1 
1666,Latvia,2006,12.85785784151513,1.9237937720375304,3.1405676847315016,21570076499.0,9723.446902,552.3015747,5.71834707,7.03000021,High income,12680.0,4.00363914601163,19.1 
1667,Latvia,2007,12.80021111434266,1.88939874559312,3.0974853012429238,31054350978.0,14113.52913,775.1915283,5.52228498,6.050000191,High income,15950.0,4.056973013296901,17.0 
1668,Latvia,2008,12.74459379081992,1.8624761592022,3.030612785904476,35854274229.0,16467.14369,913.5214844,5.6001029,7.739999771,High income,19190.0,4.261513281541831,21.7 
1669,Latvia,2009,12.699827722634598,1.81102615691452,3.053178241398277,26410909091.0,12331.92855,744.6616211,6.11926985,17.51000023,High income,20040.0,4.39127585250386,21.7 
1670,Latvia,2010,12.67339372325523,1.77189918393338,3.0412925355641125,23956163077.0,11420.994,689.0772095,6.11952686,19.47999954,High income,17950.0,4.41943885734169,18.6 
1671,Latvia,2011,12.65927874712853,1.67124314324739,3.041930656483365,27474380566.0,13338.96224,764.5917358,5.54237556,16.20999908,High income,18800.0,4.50734276130532,18.2 
1672,Latvia,2012,12.6497224604813,1.6448533586865,2.975397533011779,28169902669.0,13847.33794,745.5174561,5.38090277,15.05000019,High income,19820.0,4.53110149807864,19.4 
1673,Latvia,2013,12.64753732239689,1.59707483983195,3.0739729482853195,30204783462.0,15007.49186,807.1300049,5.36752796,11.86999989,High income,21360.0,4.46578421234372,16.7 
1674,Latvia,2014,12.64256457053961,1.58161039852329,3.146610789908144,31386896487.0,15742.39134,856.7665405,5.46614885,10.85000038,High income,19190.0,4.53514946550803,17.2 
1675,Latvia,2015,12.63543241854769,1.55599922934171,3.096084565520418,27263090547.0,13786.4568,775.8643189,5.65469503,9.869999886,High income,16690.0,4.58732934959422,17.1 
1676,Latvia,2016,12.63055673374159,1.4783724395337,3.14636920365267,28083597512.0,14331.75159,874.7977295,6.13591957,9.640000343,High income,14790.0,4.69140771656141,17.1 
1677,Latvia,2017,12.621278955171991,1.46914544209262,3.200668931379912,30483806018.0,15695.11515,932.5015869,5.97031736,8.720000267,High income,14850.0,4.68368605147923,17.1 
1678,Latvia,2018,12.61628934240562,1.44441335664247,,34429023435.0,17865.03109,1101.492554,6.19103575,7.409999847,High income,16540.0,4.66626045176986,14.3 
1679,Latvia,2019,12.61688961073591,1.42675552050537,,34308783825.0,17926.84159,1166.797852,6.57814217,6.309999943,High income,17740.0,4.65809193606428,16.1 
1680,Lebanon,2000,16.68047033318759,0.5725358575549699,1.1811169689192984,17260364842.0,4491.641934,479.6019898,10.83297443,8.31499958,Upper middle income,4600.0,7.725209743241599,3.0 
1681,Lebanon,2001,16.68773639392317,0.5620033396131,1.1094787312720475,17649751244.0,4422.389292,459.4657898,10.56592274,8.18599987,Upper middle income,4460.0,7.8590001125403,2.9 
1682,Lebanon,2002,16.69552579000901,0.55073987395392,1.0772344136437275,19152238806.0,4579.459593,418.0903015,9.28530312,8.088000298,Upper middle income,4200.0,7.940048845220559,2.9 
1683,Lebanon,2003,16.70528436903222,0.5417780615654599,1.0715087030876795,20082918740.0,4576.387617,385.026947,8.67386913,7.987999916,Upper middle income,3790.0,7.96972737331276,2.9 
1684,Lebanon,2004,16.70757920563427,0.53500760620211,1.0769580590673142,21159827992.0,4630.790585,370.4224548,8.00178719,7.849999905,Upper middle income,4730.0,8.00935112134786,2.9 
1685,Lebanon,2005,16.70268544360116,0.52884982603458,1.0988497874643002,21497336499.0,4575.107459,345.3574219,7.5486207,8.279999733,Upper middle income,4890.0,7.99859820703422,2.9 
1686,Lebanon,2006,16.7667608481147,0.5085548190949499,1.1248968721765469,22022709852.0,4626.853003,400.7099915,8.66051579,8.682999611,Upper middle income,4860.0,7.6858525919468,2.7 
1687,Lebanon,2007,16.91467203210462,0.51796705463906,1.1622343697102626,24827355015.0,5207.792723,445.7762451,8.55978775,8.979999542,Upper middle income,5410.0,8.035102143039751,3.0 
1688,Lebanon,2008,17.093579224328458,0.51026667979017,1.209118377573675,29118916106.0,6111.327281,477.757019,7.81755829,7.671999931,Upper middle income,6060.0,8.01885449016633,3.0 
1689,Lebanon,2009,17.24217046351302,0.50703560413606,1.2673696943632728,35399582929.0,7354.953605,515.3891602,7.00737476,6.349999905,Upper middle income,6870.0,8.11873123402943,3.0 
1690,Lebanon,2010,17.29615205456973,0.50379306878867,1.325379895663816,38443907042.0,7761.641489,577.359375,7.43862009,6.842999935,Upper middle income,7470.0,8.14164971430041,3.0 
1691,Lebanon,2011,17.27615390220211,0.5155238768146899,1.391698376521832,39927125961.0,7675.30894,627.6422119,8.17742538,7.386000156,Upper middle income,7560.0,8.25755666044761,3.1 
1692,Lebanon,2012,17.24616714285746,0.53869357296817,1.4525505321277832,44035991893.0,7952.151266,556.7399902,7.00111389,7.84800005,Upper middle income,7560.0,8.44775424098488,3.0 
1693,Lebanon,2013,17.22302693686538,0.55196605614986,1.5309015472432173,46909335551.0,7933.23332,560.3695068,7.0635767,8.31400013,Upper middle income,7640.0,8.53024717377134,3.0 
1694,Lebanon,2014,17.208953356897442,0.54689895697435,1.6073893104941344,48133414840.0,7687.759336,577.8790283,7.51670218,8.809000015,Upper middle income,7550.0,8.46397800658923,2.8 
1695,Lebanon,2015,17.19587949507007,0.5407161306067401,1.683968456648885,50065946086.0,7663.920232,566.7996826,7.41442871,9.317000389,Upper middle income,7280.0,8.46731350786355,2.9 
1696,Lebanon,2016,17.16688897246989,0.53747631161066,1.7686625778383374,51389318291.0,7653.73363,603.6184692,7.914958,9.782999992,Upper middle income,7220.0,8.467930261848961,2.8 
1697,Lebanon,2017,17.1095840405047,0.53245672179343,1.863293250587664,53324800959.0,7819.60467,606.8374023,7.7873559,10.27400017,Upper middle income,7470.0,8.42745628259176,3.0 
1698,Lebanon,2018,16.88125403203817,0.52082699321073,,55276157552.0,8058.444337,695.0587769,8.67463875,10.79599953,Upper middle income,7710.0,8.21965076453274,2.5 
1699,Lebanon,2019,16.4387512533598,0.5201134920166001,,51953744507.0,7578.172368,663.0510864,8.64661503,11.35000038,Upper middle income,7420.0,8.26140024332405,2.8 
1700,Lesotho,2000,13.09363391474565,1.3329906296584,0.8808980606013112,887295267.9,436.4881373,23.37423134,5.61176968,35.45700073,Lower middle income,580.0,1.76950562017911,42.6 
1701,Lesotho,2001,13.11563536627563,1.33138113645802,0.954319767265218,825706961.2,405.6057121,27.73780632,7.27745914,34.63499832,Lower middle income,640.0,1.6976336304258,40.4 
1702,Lesotho,2002,13.134322456918651,1.34784883538238,1.029428515134703,775780697.7,382.1896086,23.51197433,6.74524212,33.86000061,Lower middle income,590.0,1.62407595412088,42.6 
1703,Lesotho,2003,13.15497268817363,1.35832634510585,1.111526691355246,1157832935.0,573.6517781,31.49400139,6.04550838,32.95500183,Lower middle income,670.0,1.55680477327386,45.7 
1704,Lesotho,2004,13.169343831625929,1.38578720628882,1.1700718336572826,1511236656.0,753.3759044,40.47373199,6.05738878,32.17599869,Lower middle income,810.0,1.50589753911264,47.1 
1705,Lesotho,2005,13.17948968682397,1.42467917059597,1.2242954885604782,1682350935.0,842.812631,40.76879501,5.44926691,31.30999947,Lower middle income,1020.0,1.49042884933495,46.7 
1706,Lesotho,2006,13.19006014033536,1.49994704272809,1.2573660999758245,1800105590.0,904.6061298,48.55776596,6.11966419,30.46199989,Lower middle income,1130.0,1.51341382407338,55.4 
1707,Lesotho,2007,13.19945287463582,1.61571679629627,1.2799699301799146,1682016947.0,846.5423208,65.21094513,7.28075647,29.62299919,Lower middle income,1300.0,1.57754378554837,61.3 
1708,Lesotho,2008,13.208592599485518,1.76077776950323,1.3218432983478137,1766825413.0,889.1342855,68.66407776,7.70154142,28.76000023,Lower middle income,1290.0,1.66972123311196,77.8 
1709,Lesotho,2009,13.2192403640185,1.88110235777376,1.3287524958229404,1740830511.0,874.7298605,80.84660339,8.99738979,28.02499962,Lower middle income,1190.0,1.76221408950651,84.6 
1710,Lesotho,2010,13.2215254082609,1.98002159956481,1.3531646577784766,2234731974.0,1119.843641,97.68080139,8.41961861,27.07900047,Lower middle income,1270.0,1.82685576391296,86.9 
1711,Lesotho,2011,13.22964089483053,2.00276665905685,1.396180358490722,2579421686.0,1287.269536,125.7211609,9.56151676,26.24399948,Lower middle income,1360.0,1.8394839858542,91.1 
1712,Lesotho,2012,13.24868620326805,2.00862312833897,1.4655882220356076,2477702253.0,1229.636232,117.2889404,9.25281525,25.36899948,Lower middle income,1500.0,1.8259616728913304,102.0 
1713,Lesotho,2013,13.26698870176443,2.0279769540248,1.531130227720788,2367113170.0,1166.911756,115.7851791,9.5466814,24.57999992,Lower middle income,1460.0,1.8289112172120097,111.4 
1714,Lesotho,2014,13.278948833141673,2.04902271759723,1.5769928187184696,2441053176.0,1194.575627,113.3366242,9.17449284,24.22100067,Lower middle income,1350.0,1.84097530480739,116.2 
1715,Lesotho,2015,13.291501708749202,2.09102773414624,1.6070862024838517,2359759799.0,1146.064688,104.1573792,8.99539375,23.8409996,Lower middle income,1310.0,1.89359341343792,114.5 
1716,Lesotho,2016,13.29621646788069,2.15555361048532,1.5657030781542127,2114323794.0,1018.931093,89.53188324,8.75972462,23.47500038,Lower middle income,1270.0,2.00217860976498,107.1 
1717,Lesotho,2017,13.30227714464551,2.22583254995026,1.5023776806458538,2306843529.0,1102.94441,110.8682709,10.08778667,23.20000076,Lower middle income,1190.0,2.11382414424083,96.3 
1718,Lesotho,2018,13.30323092669824,2.26104661934444,,2514146888.0,1192.48432,124.6897278,10.90125179,22.81299973,Lower middle income,1230.0,2.1856861923710302,93.1 
1719,Lesotho,2019,13.306441127799628,2.26005235478667,,2366213069.0,1113.37214,124.193634,11.26946354,22.44000053,Lower middle income,1290.0,2.22979044948011,87.5 
1720,Liberia,2000,12.835085738290111,0.42436620324111,0.1666085186808849,874000000.0,306.8338642,13.01916981,4.29219103,2.079999924,Low income,,1.42165133020114,8.8 
1721,Liberia,2001,12.84487770135515,0.42605934437355,0.1712600742472776,906000000.0,306.7102516,10.75422287,3.49858928,2.128000021,Low income,,1.49586101896019,8.4 
1722,Liberia,2002,12.86238249886483,0.41876762798335,0.1785732345117963,927000000.0,306.4739396,9.05239582,2.89440227,2.14199996,Low income,250.0,1.52648515297601,8.4 
1723,Liberia,2003,12.87581653228698,0.42569003912473,0.1813170908932956,748000000.0,243.0895775,8.48155403,3.65521455,2.181999922,Low income,180.0,1.58928908733839,8.3 
1724,Liberia,2004,12.88350460218693,0.48932817087781,0.1861868819105106,897000000.0,286.0647253,26.17549706,9.17063904,2.174000025,Low income,210.0,1.86893800377545,8.5 
1725,Liberia,2005,12.871502321774212,0.51704892799597,0.1906406762498559,949000000.0,294.8932201,28.4993782,9.68472099,2.186000109,Low income,250.0,2.01024859569059,8.3 
1726,Liberia,2006,12.854426616246789,0.54821251492192,0.1975638641076326,1119000000.0,336.1156743,28.30880356,8.4906292,2.198999882,Low income,290.0,2.14676413574445,8.5 
1727,Liberia,2007,12.84656373637358,0.57852939738791,0.2008473174460025,1373000000.0,396.6017613,41.98614502,10.79883385,2.213000059,Low income,330.0,2.27440399890112,8.7 
1728,Liberia,2008,12.84016033137031,0.5980838821321001,0.2073692502463809,1726000000.0,478.3995401,41.89510345,9.01321793,2.23300004,Low income,390.0,2.37178653487392,8.6 
1729,Liberia,2009,12.83363632068184,0.6342424075831801,0.2175401499818586,1768000000.0,470.9481214,44.32735443,9.40705395,2.253000021,Low income,430.0,2.47441343891931,8.6 
1730,Liberia,2010,12.82338467078927,0.6687260624298099,0.2276622719646623,1998000000.0,513.4455667,45.36038589,8.94644737,2.269999981,Low income,460.0,2.58164100377939,8.7 
1731,Liberia,2011,12.812008198934093,0.68662016466047,0.2363007905192028,2398000000.0,596.8966353,54.93714142,9.4238615,2.217999935,Low income,520.0,2.67053976053509,8.8 
1732,Liberia,2012,12.799120963196913,0.72345639119009,0.25257066993136,2791614000.0,675.0101918,56.66407394,8.7670517,2.170000076,Low income,560.0,2.76606478375527,8.7 
1733,Liberia,2013,12.78258569152384,0.75245957104101,0.2683824637912286,3177198100.0,747.8686601,59.36724091,8.28010082,2.118999958,Low income,630.0,2.88298335462137,8.5 
1734,Liberia,2014,12.77388027614701,0.62569380912253,0.2754850063242151,3225652000.0,739.911935,65.25737,9.20679283,2.079999924,Low income,630.0,2.5699766545686,8.5 
1735,Liberia,2015,12.76352918146168,0.70774804500986,0.2871342988483847,3227075700.0,721.5810505,73.450737,10.63758373,2.079999924,Low income,630.0,2.91956576302816,7.7 
1736,Liberia,2016,12.75690297773939,0.7842218771307801,0.2991786470365281,3398419600.0,740.914906,69.98904419,9.85343266,3.079999924,Low income,620.0,3.24168982800499,7.6 
1737,Liberia,2017,12.755675622762611,0.8065983501984799,0.3076191665608112,3390703400.0,721.085044,64.49087524,9.09297276,3.049000025,Low income,620.0,3.42278258659248,7.6 
1738,Liberia,2018,12.66956953537447,0.83781749712345,,3422754800.0,710.2659984,61.22189713,9.03880787,3.029999971,Low income,610.0,3.5450881957271,7.4 
1739,Liberia,2019,12.48881054788407,0.868584568278,,3319596500.0,672.3404992,52.56287003,8.47005749,3.015000105,Low income,580.0,3.57230008248612,7.4 
1740,Libya,2000,14.847657136881429,1.12210402632604,1.2497880668913863,38270206950.0,7142.771786,244.6750031,3.42542052,19.67200089,Upper middle income,,7.79522721864944,5.3 
1741,Libya,2001,14.85938331052796,1.15735580688047,1.1609090253044785,34110064452.0,6266.489821,253.9099121,4.05162811,19.69599915,Upper middle income,,8.02210203668437,5.4 
1742,Libya,2002,14.86964820593347,1.17884005660537,1.102685414378262,20481889764.0,3703.042952,180.9859467,4.89009905,19.64900017,Upper middle income,5170.0,8.15970421730049,5.5 
1743,Libya,2003,14.87569885273258,1.20492615756228,1.0855223735955526,26265625000.0,4673.145576,189.6885071,4.10041189,19.45700073,Upper middle income,5160.0,8.43025537542623,5.3 
1744,Libya,2004,14.88027412640347,1.18703734150178,1.136062194640315,33122307692.0,5800.588826,201.769455,3.49171281,19.51300049,Upper middle income,5140.0,8.80730689727318,4.7 
1745,Libya,2005,14.88047359129113,1.17620300627523,1.1754208412269131,47334148578.0,8163.00937,212.0568085,2.59774685,19.39299965,Upper middle income,6860.0,9.07951159974148,4.6 
1746,Libya,2006,14.87720082247073,1.18802341376843,1.209168221554172,54961936663.0,9336.353498,234.7842255,2.51467609,19.41300011,Upper middle income,8600.0,9.21114670131751,4.5 
1747,Libya,2007,14.869738341796351,1.23772206087932,1.2810189287908125,67516236338.0,11300.19323,275.479126,2.43791389,19.375,Upper middle income,10400.0,8.99804580676854,5.1 
1748,Libya,2008,14.85571372976357,1.30692268850776,1.4364277173602933,87140405361.0,14382.59529,321.2136231,2.63571715,19.375,Upper middle income,12200.0,8.881982416593171,5.4 
1749,Libya,2009,14.85048815476204,1.34832721258257,1.6976664276421665,63028320702.0,10275.26154,355.186615,4.28816032,19.37299919,Upper middle income,12090.0,8.77531435571794,5.7 
1750,Libya,2010,14.85295098547195,1.37232917168184,1.975457584812216,74773444901.0,12064.77291,399.019165,3.58541131,19.26799965,Upper middle income,12380.0,8.920574600448191,5.4 
1751,Libya,2011,14.88264408890455,1.05537312661167,2.142263219510327,34699395524.0,5554.180053,309.8786621,6.05012751,19.38699913,Upper middle income,4690.0,6.86890721694417,5.0 
1752,Libya,2012,14.93736561106773,1.31850424451199,2.242258466682829,81873662519.0,13025.27932,,,19.03000069,Upper middle income,11550.0,9.02492069058448,5.6 
1753,Libya,2013,15.0134754363578,1.31024220895133,2.354764324006164,65502870174.0,10363.80425,,,19.45400047,Upper middle income,10750.0,9.14131567772985,4.8 
1754,Libya,2014,15.09445819380247,1.06268518533312,2.4901780218653697,41142722414.0,6466.908237,,,19.46299934,Upper middle income,7610.0,7.524154093214761,6.1 
1755,Libya,2015,15.163645851574,1.05279053245736,2.61632367347836,27842131480.0,4337.919139,,,19.53100014,Upper middle income,5690.0,7.73980410674667,5.5 
1756,Libya,2016,15.21900790012898,1.00723506619033,2.677221963461672,26197143268.0,4035.196802,,,19.52799988,Upper middle income,4550.0,7.53733274054444,5.0 
1757,Libya,2017,15.26863355217718,1.09527878506249,2.85416908085769,37883243650.0,5756.699325,,,19.37100029,Upper middle income,5410.0,8.316294587020371,5.5 
1758,Libya,2018,15.3262479644629,1.08741730871142,,52607888718.0,7877.12461,,,19.45499992,Upper middle income,6800.0,8.33144624352206,5.7 
1759,Libya,2019,15.39913127603721,1.09417229347784,,52091152228.0,7685.948132,,,19.65500069,Upper middle income,7640.0,8.46963485605781,4.5 
1760,Lithuania,2000,13.82112153734561,4.29216681689118,0.4222819847076136,11524776867.0,3293.229979,217.1761322,6.19950438,15.93000031,High income,930.0,5.15715056812851,45.8 
1761,Lithuania,2001,13.80132413549168,4.22238050682175,0.4053144077500589,12237388002.0,3525.793632,218.8180237,6.01339579,16.84000015,High income,1000.0,4.97642170304929,42.1 
1762,Lithuania,2002,13.748893442517147,4.0694051217948894,0.388537284438229,14259781159.0,4141.592702,254.3668823,6.14446115,13.01000023,High income,1110.0,4.997986142925201,42.3 
1763,Lithuania,2003,13.6854717611995,3.85558644144851,0.3780475564214157,18781721376.0,5499.428989,338.8630676,6.18627787,12.86999989,High income,1360.0,4.93132005208719,40.2 
1764,Lithuania,2004,13.62004757875734,3.69531724220962,0.3813736656697717,22627507452.0,6700.327192,366.9596863,5.5114994,10.68000031,High income,1740.0,4.86656094086783,38.1 
1765,Lithuania,2005,13.57399703866396,3.57568586635549,0.409628718985389,26097677572.0,7854.765279,438.9326782,5.64800453,8.319999695,High income,2200.0,4.61794663492244,36.9 
1766,Lithuania,2006,13.535587371549571,3.4320058885934204,0.5205038022198882,30183575104.0,9230.707981,536.0573731,5.84418154,5.78000021,High income,2550.0,4.47857732716131,29.7 
1767,Lithuania,2007,13.49517004893438,3.3885147690656003,0.424639993701551,39697891352.0,12285.44705,704.2931519,5.7643218,4.25,High income,3070.0,4.34214793959899,29.9 
1768,Lithuania,2008,13.45693453143291,3.2409699791649005,0.3965503166350331,47797551588.0,14944.99665,936.5093384,6.29453754,5.829999924,High income,3670.0,4.47379842813416,32.6 
1769,Lithuania,2009,13.420949265595253,3.0890310095087097,0.3719076196300134,37388122046.0,11820.77616,864.7363892,7.36587334,13.78999996,High income,3610.0,4.79427616887924,33.1 
1770,Lithuania,2010,13.39854865607675,2.99106138513937,0.3802605715576175,37128694028.0,11987.50841,805.2244873,6.81462288,17.80999947,High income,3640.0,4.78697533530885,31.3 
1771,Lithuania,2011,13.36977977542566,2.94476799765721,0.4197372724749098,43535051482.0,14376.94786,925.4716187,6.4878149,15.39000034,High income,3860.0,4.83577954508153,31.8 
1772,Lithuania,2012,13.32823948000787,2.89430296949824,0.5812633114035041,42927454291.0,14367.70942,896.9370728,6.2759347,13.35999966,High income,4090.0,4.85020327943293,29.2 
1773,Lithuania,2013,13.28594758524092,2.88546620274258,0.4612625687548788,46523420074.0,15729.65247,958.9271851,6.12593651,11.77000046,High income,4440.0,4.79856698766043,34.0 
1774,Lithuania,2014,13.25579004637018,2.77312782062238,0.4580032987369059,48533659592.0,16551.0182,1021.232971,6.19332647,10.69999981,High income,4660.0,4.89043795728714,29.4 
1775,Lithuania,2015,13.24467955005954,2.64779823298767,0.6221499112067717,41435533340.0,14263.96458,920.1997681,6.49043989,9.119999886,High income,5960.0,4.83689061327543,28.9 
1776,Lithuania,2016,13.270174667954027,2.55044871568834,0.4182332353225143,43047309306.0,15008.31324,988.5279541,6.63746214,7.860000134,High income,8550.0,4.85613754137718,26.2 
1777,Lithuania,2017,13.29159877292134,2.3676181357676,0.4230311199259849,47758736932.0,16885.40739,1083.303345,6.47513723,7.070000172,High income,15280.0,5.08261749003234,23.5 
1778,Lithuania,2018,13.27272191717626,2.28019425053281,,53750911866.0,19186.18128,1249.031006,6.53385353,6.150000095,High income,17460.0,5.06731158627338,21.1 
1779,Lithuania,2019,13.24890355494,2.22388989526538,,54697379017.0,19575.76848,1369.979492,7.00600433,6.260000229,High income,19020.0,5.07218851006212,20.2 
1780,Luxembourg,2000,15.29637321302722,1.81520850302418,47.95916869875659,21230182989.0,48659.59888,2901.199951,5.90136147,2.349999905,High income,3370.0,7.01383865822567,13.4 
1781,Luxembourg,2001,15.26744826877397,1.80207481483398,49.162743082113785,21387533703.0,48440.14202,3109.201416,6.410923,1.809999943,High income,45690.0,7.12918092165924,13.5 
1782,Luxembourg,2002,15.233500505199348,1.7952297004838198,50.88105898470116,23649833332.0,53005.73392,3600.867432,6.73847198,2.619999886,High income,42740.0,7.1598809057482296,13.2 
1783,Luxembourg,2003,15.197373570512571,1.7583017621957302,49.169651049622026,29667268248.0,65689.32145,4607.402832,6.97271538,3.680000067,High income,46110.0,7.23342826883447,12.9 
1784,Luxembourg,2004,15.15978264411297,1.74673371414329,46.79611491588067,35064843793.0,76544.91709,5610.353516,7.34548569,5.110000134,High income,62990.0,7.28112139401598,9.8 
1785,Luxembourg,2005,15.12797253333858,1.7154306494757798,46.70709311368503,37672280120.0,80988.13762,5818.145996,7.18256855,4.489999771,High income,73920.0,7.34861066542552,10.9 
1786,Luxembourg,2006,15.095534467076671,1.7172477901798902,47.87454844315816,42910146296.0,90788.80049,6070.73584,6.70838261,4.730000019,High income,71650.0,7.401358714496969,12.8 
1787,Luxembourg,2007,15.05043078523622,1.67822685729478,47.72870028436167,51587401416.0,107475.3203,6671.265137,6.23472404,4.070000172,High income,86280.0,7.49798801792436,11.2 
1788,Luxembourg,2008,15.00449511856189,1.6567188154735302,46.505674842319394,58844277702.0,120422.1379,7578.749512,6.53840208,5.059999943,High income,88170.0,7.58428681855429,10.8 
1789,Luxembourg,2009,14.96363205398756,1.64207680281858,47.39667466444263,54467289898.0,109419.747,7670.59375,7.33979321,5.119999886,High income,71440.0,7.6126498190942495,8.9 
1790,Luxembourg,2010,14.943578028813809,1.6370337318820898,49.77037984761409,56213985987.0,110885.9914,7459.835449,7.03158236,4.360000134,High income,78460.0,7.66017847960061,9.6 
